M4762002,"Pedestrian Sign Head (LED), Side Mount",Each,
477,Traffic Signal Luminaire,,
M4771001,LED Traffic Signal Luminaire,Each,
M4771010,LED Luminaire,Each,
M4771015,"Furnish & Install LED Luminaire  (Pedestrian Lighting),",Each,
M4771020,"Furnish & Install LED Luminaire 40W 4,700 Lumen (Local), American Electric Lighting ATBS E MVOLT R2 2700K MP NL P7 JP RFD251056",Each,
M4771025,"Furnish & Install LED Luminaire 95W 11,600 Lumen (Collector), American Electric Lighting ATBM D MVOLT R2 2700K MP NL P7 JP RFD241047",Each,
M4771030,"Furnish & Install LED Luminaire 115W 13,400 Lumen (Arterial), American Electric Lighting ATBM E MVOLT R2 2700K MP NL P7 JP RFD258149",Each,
M4771035,Furnish and Install 2700K LED Luminaire,Each,
478,Traffic Signal Wire,,
M4781001,Single Conductor Wire #10 AWG White,Lin. Ft.,
M4781002,Single Conductor Wire #8 AWG Black,Lin. Ft.,
M4781003,Single Conductor Wire #8 AWG White,Lin. Ft.,
M4781004,Single Conductor Wire #8 AWG Green,Lin. Ft.,
M4781005,Single Conductor Wire #10 Bare Copper,Lin. Ft.,
M4781006,Single Conductor Wire #8 (Power),Lin. Ft.,
M4781007,"4 Conductors #10 AWG, Pulled into Electrical Conduit",Lin. Ft.,
M4781009,Three Conductor AWG Wire #10,Lin. Ft.,
M4782001,5C IMSA Cable,Lin. Ft.,
M4782002,20C IMSA Cable,Lin. Ft.,
M4782003,42C IMSA Cable,Lin. Ft.,
M4782004,#14 IMSA 51-5 Loop Wire,Lin. Ft.,
M4783001,Shielded Loop Detector Cable,Lin. Ft.,
M4784002,CCTV  Cable,Lin. Ft.,
M4784003,ITS Cable,Lin. Ft.,
M4784004,EVP Cable,Lin. Ft.,
M4786001,"All Conductors, Cables, & Splicing per intersection",Each,
M4789001,"Traffic Signal, Splicing per Intersection",Each,
479,Traffic Signal Removals,,
M4791000,Removal of Signal Pole,Each,
M4791001,"Removal of Signal Pole Type ""A""",Each,
M4791008,"Removal of Signal Pole Type ""M"" with Mast Arm",Each,
M4791009,"Removal of Signal Pole, Type ""M"" with Mast Arm and Extension",Each,
M4791010,"Removal of Signal Pole, Type ""SM/SR"" with Mast Arm",Each,
M4791011,"Removal of Signal Pole, Type ""SM/SR"" with Mast Arm and Extension",Each,
M4791012,"Removal of Signal Pole, Type ""D""",Each,
M4791013,"Removal of Signal Pole, Type ""D"" with Mast Arm",Each,
M4792001,Removal of Controller Cabinet,Each,
M4792002,Removal of Traffic Signal Power Pedestal,Each,
M4792003,Removal of Street Light,Each,
M4793001,Removal of Traffic Signal Pole Foundations,Each,
M4794001,Miscellaneous Removal of Incidental Traffic Items,Job,
M4794002,Relocate Traffic Signal Equipment to new Pole,Each,
480,Traffic Signal Miscellanous,,
M4800010,Signal Pole Paint,Job,
485,Street Lighting Equipment,,
M4851100,"Furnish & Install L.E.D. Street Light Standard, Complete",Each,
M4851101,"Furnish & Install L.E.D. Pedestrian Light Standard, Complete",Each,
M4851102,"Furnish & Install Combination L.E.D. Street Light and L.E.D. Pedestrian Light Standard, Complete",Each,
500,"Structures (Piles, Concrete Structures, Masonry, etc.)",,
M5000010,Bridge Plaque per Detail,Each,
M5000100,"S.R.P. Irrigation Junction Box, SRP Drawing B-27-4083 DO NOT USE !!! USE ""S"" CATALOG FOR SRP",Each,
M5000200,Remove Existing Irrigation Manhole and Incidental Irrigation Pipe; Construct New Irrigation Manhole and Connecting Pipe per Plans,Lump Sum,
M5000201,"Relocate Existing Irrigation Control Valve, backflow preventer, extend 2"" water service line, schedule 80 PVC, sleeves, and connecting at new location, complete in place",Job,
M5000202,"Relocate Existing Irrigation Control Valve, backflow preventer, extend 2"" water service line, schedule 80 PVC, sleeves, and connecting at new location, complete in place",Each,
M5001000,"120"" RCP Sump, Footing, and Precast Platform",Job,
M5001004,4-Foot Wood Walk Through Gates,Each,
505,Concrete Structures,,
M5050001,"Concrete Retaining Wall, 8"" Thick X Height Per Plans",L. F.,
M5050002,Concrete Drop Structure Per Plans,Each,
M5050003,Adjust Existing Drop Structure Per Plans,Each,
M5050004,"Concrete Barrier Transition Tangent Departure, Type 2, ADOT Detail C-10.75",Each,
M5050005,Adiem Energy Absorbing End Treatment,Each,
M5050006,"Concrete Barrier Transition, Per Detail",Each,
M5050007,"Concrete Barrier Curb, Per Detail",Lin. Ft.,
M5050008,"Concrete Barrier Transition Curve, ADOT Detail C-10.76",Lin. Ft.,
M5050009,Concrete Bridge Barrier,Lin. Ft.,
M5050010,"Concrete Retaining Wall, Per Plans",Lin. Ft.,
M5050011,Concrete Parapet with Panels,Lin. Ft.,
M5050012,Concrete Wall Per Detail,Lin. Ft.,
M5050013,Concrete Cantilever Retaining Wall ADOT Detail B-18.10,Sq. Ft.,
M5050014,Concrete Half Barrier with Sidewalk ADOT Detail C-10.65,Lin. Ft.,
M5050015,Reinforced Block Wall with Wrought Iron Fence,Lin. Ft.,
M5050016,Concrete Half Barrier ADOT Detail C-10.64,Lin. Ft.,
M5050017,"Concrete Retaining Wall, Per Plans",Sq. Ft.,
M5050018,Concrete Retaining Wall / Headwall Extension,Lin. Ft.,
M5050019,Concrete Channel Side Slope and Footing,Cu. Yd.,
M5050020,Concrete Wall per Detail on Plans,Lin. Ft.,
M5050021,Concrete Barrier Per Special Detail,Lin. Ft.,
M5050022,"Concrete Half Barrier with Gutter, Type F, ADOT Detail C-10.62",Lin. Ft.,
M5050024,Concrete Retaining Wall (L-Shape),Sq. Ft.,
M5050025,Modular Concrete Retaining Wall,Sq. Ft.,
M5050026,"Concrete Wall Cap, Type A, Per Special Detail",Lin. Ft.,
M5050027,"Concrete Wall Cap, Type B, Per Special Detail",Lin. Ft.,
M5050028,"Concrete Wall Cap, Type C, Per Special Detail",Lin. Ft.,
M5050030,"Concrete Pilaster With Cap, Per Detail",Each,
M5050032,Geocomposite Drain,Sq. Ft.,
M5050035,Expansion Foam Board,Sq. Ft.,
M5050040,Integral Color Retaining Wall per Detail on Plans,Sq. Ft.,
M5050050,24th Street Retaining Walls,Sq. Ft.,
M5050055,Mohave Street Retaining Walls,Sq. Ft.,
M5050060,Raise Expansion Joint (Salt River Bridge: 19th Avenue at Salt River),Lin. Ft.,
M5050070,Removal of Structural Concrete (Bridge Deck),Sq. Ft.,
M5050105,TRACC Energy Absorbing End Treatment,Each,
M5050106,"6-Foot Retaining Wall, Complete",L. F.,
M5050107,ET-PLUS End Terminal,Each,
M5050120,Specialty Concrete,Sq. Ft.,
M5050150,Prefabricated Glass Paver and Precast Concrete Panels per Plans,Job,
M5050200,Graffiti Repellent,Sq. Ft.,
M5050250,Underpass Concrete Waterproofing,Sq. Ft.,
M5050360,Retaining Seat Wall per Plans and Details,Sq. Ft.,
M5050410,Ramp Retaining Wall per Plans and Details,Sq. Ft.,
M5050420,Planter Walls per Plans and Details,Lin. Ft.,
M5050550,Facial Concrete Slab for Drilled Shaft,Sq. Ft.,
M5050551,Concrete Spillway as Detailed on Plans,Each,
M5050552,Concrete Cut-Off Wall as Detailed on Plans,L. F.,
,,,
M5050555,Concrete Cut-off Wall,Cu. Yd.,
M5050556,Concrete Cut-Off Wall with Integral Color,Cu. Yd.,
M5050560,Freeboard Barrier Wall,Lin. Ft.,
M5050600,Roller-Compacted Concrete,Cu. Yd.,
M5050700,Soil-Cement Bank Protection,Cu. Yd.,
M5050701,Soil Cement Drops,Sq. Yd.,
M5050715,Allowance for Soil Cement Bank Protection,Job,
M5050900,Lightweight Concrete,Cu. Yd.,
M5051000,"Structural Concrete, Class ""A"" (f'c= 3,000 psi)",Cu. Yd.,
M5051004,"Structural Concrete, Class ""AA"" (f'c=4,000 psi)",Cu. Yd.,
M5051005,"Structural Concrete, Class ""AA"" (f'c= 4,500 psi)",Cu. Yd.,
M5051015,Furnish and Install Precast Concrete Vault,Each,
M5051020,Remove & Replace Structural Concrete Section per Special Detail DO NOT USE !! BID REMOVAL AND REPLACEMENT SEPARATE,Each,
M5051030,"Concrete Class ""S"", f'c= 3000 psi",Cu. Yd.,
M5051035,"Concrete Class ""S"", fc=3500 psi",Cu. Yd.,
M5051040,"Concrete Class ""S"", f'c= 4000 psi",Cu. Yd.,
M5051045,"Concrete Class ""S"", f'c= 4500 psi",Cu. Yd.,
M5051050,"Concrete Class ""S"", f'c= 5000 psi",Cu. Yd.,
M5051410,5-Ft Curb Opening Drop Inlet per Special Detail,Each,
M5051501,"Install Concrete Catch Basin, MAG Detail 535, Double",Each,
M5051502,"Concrete Catch Basin, Type ""F"", MAG Detail 535",Each,
M5051503,"Concrete Catch Basin, Type ""F"", M.A.G. Detail 535, Mod.",Each,
M5051504,"Concrete Catch Basin, Type ""G"", M.A.G. Detail 537",Each,
M5051505,"Concrete Catch Basin, Type ""J14"", Phx. Supp. Detail P-1566",Each,
M5051508,"Concrete Catch Basin, Type ""H"", Double Grate, M.A.G. Detail 538 and 539",Each,
M5051510,"Concrete Catch Basin, Type ""K7"", Phx. Supp. Detail P-1567",Each,
M5051515,"Concrete Catch Basin, Type ""K14"", Phx. Supp. Detail P-1567",Each,
M5051520,"Concrete Catch Basin, Type ""L"", Phx. Supp. Detail P-1568",Each,
M5051524,"Concrete Catch Basin, Type ""M"", Phx. Supp. Detail P1569-1",Each,
M5051525,"Concrete Catch Basin, Type ""M-1, L=0-Ft"" Phx. Supp. Detail P-1569-1",Each,
M5051526,"Concrete Catch Basin, Modified, Type ""M-1, L=0-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051527,"Concrete Catch Basin, Type M (L=3')",Each,
M5051528,"CONCRETE CATCH BASIN, TYPE ""M-1, L=10-FT"", PER PHX SUPP DETAIL P-1569-2",Each,
M5051529,"Concrete Catch Basin, Type ""M-2, L=10-Ft, L=17-Ft"", Phx. Supp. Detail P-1569-1",Each,
M5051530,"Concrete Catch Basin, Type ""M-1, L=3-Ft"" Phx. Supp. Detail P-1569-1",Each,
M5051531,"Concrete Catch Basin, Type ""M-1, L=3-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051532,"Concrete Catch Basin, Type ""M-2, L=3-Ft"", Phx. Supp.Detail P-1569-1",Each,
M5051533,"Concrete Catch Basin, Modified, Type""M, L=3 Ft."", Phx. Supp. Detail P-1581",Each,
M5051535,"Concrete Catch Basin, Type ""M-1, L=6-Ft"" Phx. Supp. Detail P-1569-1",Each,
M5051536,"Concrete Catch Basin, Modified, Type ""M-1, L=6-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051537,"Concrete Catch Basin, Modified, Type ""M-1, L=6-Ft"", Phx. Supp. Detail P-1581",Each,
M5051538,"Concrete Catch Basin, Type ""M-2, L=13-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051539,"Concrete Catch Basin, Type ""M-2, L=10-Ft, L=17-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051540,"Concrete Catch Basin, Type ""M-1, L=10-Ft"", Phx. Supp. Detail P-1569-1",Each,
M5051541,"Concrete Catch Basin, Modified, Type ""M-1, L=10-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051542,"Concrete Catch Basin, Modified, Type ""M-1, L=13-Ft"",
Phx. Supp. Detail P-1569-1",Each,
M5051543,"Concrete Catch Basin, Modified Type ""M-1, L=34-Ft"", Phx.Supp.Detail P-1569-1",Each,
M5051544,"Concrete Catch Basin, Modified, Type ""M-1, L=30-Ft, Phx. Supp. Detail P-1569-1",Each,
M5051545,"Concrete Catch Basin, Type ""M-1, L=17-Ft"", Phx. Supp. Detail P-1569-1",Each,
M5051546,"Concrete Catch Basin, Type ""M-1, L=17-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051547,"Concrete Catch Basin, Modified, Type M-1, L=18-Ft"" Phx. Supp. Detail P-1569-2",Each,
M5051548,"Concrete Catch Basin, Modified, Type M-1, L=21-Ft"" Phx. Supp. Detail P-1569-2",Each,
M5051549,"Concrete Catch Basin, Modified, Type ""M-1,L=28-Ft"" Phx. Supp. Detail P-1569-2",Each,
M5051550,"Concrete Catch Basin, Type ""M-2, L=6-Ft"" Phx. Supp. Detail P-1569-1",Each,
M5051551,"Concrete Catch Basin, Modified, Type ""M-2, L=6-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051552,"Concrete Catch Basin, Modified, Type ""M-1, L=20-Ft"", Phx. Supp. Detail P-1569-1",Each,
M5051553,"Concrete Catch Basin, Modified, Type ""M-1, L=34-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051554,"Concrete Catch Basin, Type ""M-2, L=10-Ft and 6-Ft"", Phx. Supp. Detail P-1569.",Each,
M5051555,"Concrete Catch Basin, Type ""M-2, L=10-Ft"", Phx. Supp. Detail P-1569-1",Each,
M5051556,"Concrete Catch Basin, Modified, Type ""M-2, L=10-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051557,"Concrete Catch Basin, Modified Type ""M-2, L = 34- Ft"", Phx. Supp. Detail P-1569-1",Each,
M5051558,"Concrete Catch Basin, Type ""M-2, L=13-Ft and 17-Ft"", Phx. Supp. Detail P-1569, Mod.",Each,
M5051559,"Concrete Catch Basin, Type ""M-2, L=13-Ft and 10-Ft"", Phx. Supp. Detail P-1569, Mod.",Each,
M5051560,"Concrete Catch Basin, Type ""M-2, L=17-Ft"", Phx. Supp. Detail P-1569-1",Each,
M5051561,"Concrete Catch Basin, Modified, Type ""M-2, L=17-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051562,"Concrete Catch Basin, Type ""M-2, L=3-Ft"" Phx. Supp. Detail P-1569-1",Each,
M5051563,"Concrete Catch Basin, Type ""M-2,L=3-Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051564,"Concret Catch Basin, Type ""M-2, L=6-Ft and 3-Ft"", Phx. Supp. Detail P-1569.",Each,
M5051565,"Concrete Catch Basin, Type ""N, Single"", Phx. Supp. Detail P-1570",Each,
M5051566,"Concrete Catch Basin, Type ""N, Single"", Phx. Supp. Detail P-1570, Modified with Concrete Apron",Each,
M5051567,"Concrete Catch Basin, Type ""M-2, L=20 Ft"", Phx. Supp. Detail P-1569-2",Each,
M5051568,Catch Basin - NEENAH - R-4990 - Heavy Duty Trench Frames with Grated Cover,Each,
M5051569,"Concrete Catch Basin, Modified, Type ""R-1, L=13-Ft"", Phx. Supp. Detail P-1584",Each,
M5051570,"Concrete Catch Basin, Type ""N, Double"", Phx. Supp. Detail P-1570",Each,
M5051571,Catch Basin - NEENAH R-4999 SERIES BOLTED TRANSVERSE DRAINAGE STRUCTURE,Lin. Ft.,
M5051572,Catch Basin - NEENAH R-4999-BX SERIES BOLTED TRANSVERSE DRAINAGE STRUCTURE,Each,
M5051573,"Catch Basin - NEENAH R-4999-L3 SERIES BOLTED TRANSVERSE DRAINAGE STRUCTURE with
Type ""L"" Grate",Lin. Ft.,
M5051574,"Type ""L"" Grate",Lin. Ft.,
M5051575,"Concrete Catch Basin, Type ""N, Triple"", Phx. Supp. Detail P-1570",Each,
M5051576,Area Drain Collection Inlet,Each,
M5051577,"Concrete Catch Basin, Type ""N, (5), Phx. Supp. Detail P-1570",Each,
M5051578,"Concrete Catch Basin, Type ""N, Single,"" Mod, Phx. Supp. Detail P-1570",Each,
M5051579,"Concrete Catch Basin, Type ""N, Double, Phoenix Supp. Detail P-1570 Modified With Concrete Apron",Each,
M5051580,"Concrete Catch Basin, Type ""P"", Phx. Supp. Detail P-1571",Each,
M5051581,"Concrete Catch Basin, Type ""N, Triple"", Phx. Supp. Detail 1570, Modified with Concrete Apron",Each,
M5051582,"Concrete Catch Basin, Type ""Q, Single"", Phx. Supp. Detail P-1572",Each,
M5051583,"Concrete Catch Basin, Type ""N, Quad"", Phx Supp. Detail P-1570 Modified With Concrete Apron Per Plans.",Each,
M5051584,"Concrete Catch Basin, Type ""Q, Double"", Phx. Supp. Detail P-1572",Each,
M5051585,"Concrete Catch Basin, Type Q, Quadruple, Phx. Supp. Detail P-1572",Each,
M5051586,"Concrete Catch Basin, Type ""Q, Triple"", Phx. Supp. Detail P-1572",Each,
M5051587,"Concrete Catch Basin, Type ""Q Modified, Double-Triple"" Phx. Supp. Detail P-1572",Each,
M5051588,"Concrete Catch Basin, Type ""R"", Phx. Supp. Detail P-1573",Each,
M5051589,"Concrete Catch Basin, Type ""R-1,L=6-Ft "" Special Detail",Each,
M5051590,Slotted Vane Drain Inlet,Lin. Ft.,
M5051591,"Concrete Catch Basin, Type ""R-1,L=3-Ft"" Special Detail",Each,
M5051592,"Concrete Catch Basin, Type ""R-1,L=10-Ft"" Special Detail",Each,
M5051593,"Concrete Catch Basin, Type ""R-1,L=17-Ft"" Special Detail",Each,
M5051594,"Concrete Catch Basin, Type ""R-2,L=3-Ft"" Special Detail",Each,
M5051595,"Concrete Catch Basin, Type ""R-2,L=6-Ft"" Special Detail",Each,
M5051596,"Concrete Catch Basin, Type ""R-2,L=10-Ft"" Special Detail",Each,
M5051597,"Concrete Catch Basin, Type ""R-2,L=17-Ft"" Special Detail",Each,
M5051598,"Concrete Double Catch Basin, Type ""R"", Phx. Supp. Detail P-1573, Modified",Each,
M5051599,"Concrete Catch Basin, Type ""R"" Modified, Phx. Supp. Detail P-1583 (With Rear Inlet)",Each,
M5051600,"Concrete Catch Basin, ADOT Detail C-15.80, Modified",Each,
M5051601,"Concrete Catch Basin, MAG Detail 530, Type A, L = 3.5'",Each,
M5051602,"Concrete Catch Basin, Modified, Type ""M-2, L=21 Ft., Phx. Supp. Detail P-1569-2",Each,
M5051603,"Concrete Catch Basin, Modified, Type ""M-2, L=24 Ft., Phx. Supp. Detail P-1569-2",Each,
M5051604,"Concrete Triple Catch Basin, Type R, Phx. Supp. Detail P-1573, Mod.",Each,
M5051605,"Slotted Vane Drain, NEENAH R-3599.  Includes SDR-35 PVC Sewer Pipe and Concrete Encasement",Lin. Ft.,
M5051606,"Concrete Quadruple (4) Catch Basin, Type R, Phx. Supp. Detail P-1573, Modified",Each,
M5051607,"Concrete Quintuple (5) Catch Basin, Type ""R"", Phx. Supp. Detail P-1573, Modified",Each,
M5051608,"Concrete Sextuple (6) Catch Basin, Type ""R"", Phx. Supp. Detail P-1573, Modified",Each,
M5051610,"Concrete Catch Basin, Per Special Detail, 130'Long",Each,
M5051611,"Modified Catch Basin, Per Specifications",Each,
M5051612,Modified Catch Basin,Each,
M5051615,"Concrete Catch Basin, Per Special Detail, 55'Long",Each,
M5051620,"Concrete Catch Basin, Type ""R-1, L=3-Ft"" with Back Opening per Special Detail",Each,
M5051630,"Concrete Catch Basin, Type ""R-1, L=10-Ft"" with Back Opening per Special Detail",Each,
M5051631,"Concrete Catch Basin, Modified, ""Type Q, Quadruple,"" Per Phx Supp. Detail P-1572",Each,
M5051632,"Concrete Catch Basin, Type Q (L=3')",Each,
M5051639,"Concrete Catch Basin, ADOT Detail C-15.20, L= 10 Ft",Each,
M5051640,"Concrete Catch Basin, ADOT Detail C-15.30, Single",Each,
M5051642,"Concrete Catch Basin, ADOT Detail C-15.30, Double",Each,
M5051644,"Concrete Catch Basin, ADOT Detail C-15.92",Each,
M5051645,"Concrete Catch Basin, ADOT Detail C-15.92, Double",Each,
M5051650,Replace Catch Basin Grate per Special Detail,Each,
M5051659,"Connect to Existing Grated Concrete Catch Basin, as per plans",Each,
M5051660,Concrete Catch Basin Frame and Cover per Std Detail P-1561,Each,
M5051680,"Concrete Catch Basin, Type 3, L=3 Ft., ADOT St'd. Detail C-15.20",Each,
M5051681,"Concrete Catch Basin, ADOT Type 3, Double Wing,L=11.5 Ft., V=9.8, Mod. Per Detail Sheet",Each,
M5051682,"Concrete Catch Basin, ADOT Type 3, L=6 Ft., ADOT St'd. Detail C-15.20",Each,
M5051708,"Concrete Catch Basin, Modified, Type ""M-1, L=3-FT"", P-1569-1",Each,
M5051709,"Concrete Catch Basin, Modified, ""M-1, L=6-FT"", PHX Supp. Detail P-1569-2",Each,
M5051710,"CONCRETE CATCH BASIN, MODIFIED, TYPE ""M-1, L=6-FT"", PER COP DETAIL P-1569-1",Each,
M5051711,"Concrete Catch Basin, Modified, Type ""M-1, L=10-FT"", PHX Supp. Detail P-1569-1",Each,
M5051715,"CONCRETE CATCH BASIN, MODIFIED, TYPE ""M-1, L=17-FT"" PER COP DETAIL P-1569-2",Each,
M5051716,"Concrete Catch Basin, Modified, Type ""M-1, L=17-FT"", PHX Supp. Detail P-1569-1",Each,
M5051717,"Concrete Catch Basin, Modified, Type ""M-1, L=17-FT"", PHX Supp. Detail P-1569-2",Each,
M5051718,"Concrete Catch Basin, Modified, Type ""M-1, L=17-FT"", PHX Supp. Detail P-1569-2",Each,
M5051720,"CONCRETE CATCH BASIN, TYPE ""M-2, L=10-FT, L=3-FT"", PER COP DETAIL P-1569-1",Each,
M5051724,"Concrete Catch Basin, Modified, Type ""M-2, L=10-FT, L=3-FT"", PHX Supp. Detail P-1569-2",Each,
M5051725,"CONCRETE CATCH BASIN, TYPE ""M-2, L=10-FT, L=3-FT"", PER COP DETAIL P-1569-2",Each,
M5051729,"Concrete Catch Basin, Modified, Type ""M-2, L=17-FT, L=10-FT"", Per PHX Supp. Detail P-1569-1",Each,
M5051730,"CONCRETE CATCH BASIN, MODIFIED, TYPE ""M-2, L=17-FT, L=10-FT"", PER COP DETAIL P-1569-2",Each,
M5051734,"Concrete Catch Basin, Type ""M-2, L=17-FT, L=3-FT, Per PHX Supp. Detail P-1569-1",Each,
M5051735,"CONCRETE CATCH BASIN, TYPE ""M-2, L=17-FT, L=3-FT"", PER COP DETAIL P-1569-2",Each,
M5051740,"CONCRETE CATCH BASIN, MODIFIED, TYPE ""M-2, L=17-FT, L=3-FT"", PER COP DETAIL P-1569-2",Each,
M5051745,"CONCRETE CATCH BASIN, TYPE ""M-2, L=17-FT, L=6-FT"", PER COP DETAIL P-1569-1",Each,
M5051750,"CONCRETE CATCH BASIN, TYPE ""M-2, L=17-FT, L=6-FT"", PER COP DETAIL P-1569-2",Each,
M5051754,"Concrete Catch Basin, Modified, Type ""M-2, L=17-FT, L=6-FT"", PHX Supp. Detail P-1569-1",Each,
M5051755,"CONCRETE CATCH BASIN, MODIFIED, TYPE ""M-2, L=17-FT, L=6-FT"", PER COP DETAIL P-1569-2",Each,
M5051760,"CONCRETE CATCH BASIN, TYPE ""N, DOUBLE"", PER COP DETAIL P-1570",Each,
M5051761,"Concrete Catch Basin, Modified, Type ""N, Double"", PHX Supp. Detail P-1570",Each,
M5051765,"Concrete Catch Basin, Modified, Type ""M-2, L=3-FT"", Per PHX Supp. Detail P-1569-2",Each,
M5051770,"Concrete Catch Basin, Modified, Type ""M-2, L=6-FT"", Per PHX Supp. Detail P-1596-2",Each,
M5051775,"Concrete Catch Basin, Type ""M-2, L=6-FT, L=6-FT"", PHX Supp. Detail P-1569-2",Each,
M5051780,"Concrete Catch Basin, Modified, Type ""N, Triple"", PHX Supp. Detail P-1570",Each,
M5051785,"CONCRETE CATCH BASIN, MODIFIED, TYPE ""Q, SINGLE"", PHX SUPP DETAIL P-1572",Each,
M5051790,"CONCRETE CATCH BASIN, MODIFIED, TYPE ""Q, TRIPLE"", PHX SUPP DETAIL P-1572",Each,
M5052061,"Replace Concrete Scupper Cover, MAG Standard Detail 203",Each,
M5052062,"Concrete Scupper, MAG Standard Detail 203 (Includes Spillway)",Each,
M5052063,"Concrete Scupper, MAG Standard Detail 206",Each,
M5052064,"Concrete Scupper, MAG Detail 203 (Includes Spillway)",Each,
M5052065,Concrete Scupper per Detail on Plans,Each,
M5052068,"Sidewalk Catch Basin, per Special Detail",Each,
M5052069,"Concrete Spillway, MAG Std. Dtl 206-1",Sq. Ft.,
M5052070,Concrete Spillway with Rip-Rap Basins,Each,
M5052071,Spillway Splash Basin,Each,
M5052072,Ditch Inlet to Spillway,Each,
M5052073,Concrete Channel Lining Overlay,Sq. Yd.,
M5052074,Concrete Channel Lining Per Plans,Sq. Yd.,
M5052075,Concrete Apron,Sq. Ft.,
M5052076,Concrete Low Flow Channel Lining Per Details,Cu. Yd.,
M5052077,Emergency Spillway Concrete Protection,Cu. Yd.,
M5052078,Concrete Rectangular Channel,Lump Sum,
M5052079,Reinforced Concrete Rectangular Drainage Channel,Sq. Ft.,
M5052080,Concrete Drainage Channel,Sq. Ft.,
M5052081,"Reinforced Concrete Drainage Channel, Per Plans",Cu. Yd.,
M5052085,"Concrete Scour Protection Slab, 6"" Thick",Sq. Yd.,
M5052100,Concrete Stepped Spillway,Lump Sum,
M5052101,Concrete Spillway Per Plans,Sq. Ft.,
M5052110,Concrete Apron and Spillway Per Plans,Sq. Ft.,
M5054000,Concrete Block Wall DO NOT USE !!! USE M510 SECTION,Lin. Ft.,
M5054005,"Raise Existing Block Walls to 6'-0"" Ht. DO NOT USE !!! USE M510 SECTION",Lin. Ft.,
M5054036,"Single-sided Splitface Screen Wall, 36"" High DO NOT USE !!! USE M510 SECTION",Lin. Ft.,
M5054500,Concrete Stairs Per Detail,Sq. Ft.,
M5055000,Steel Reinforcement,Lb.,
M5055001,"Headwall For 30"" Pipe, MAG Standard Detail 501-4",Each,
M5055002,"Headwall for 24"" Pipe, MAG Standard Detail 502-1",Each,
M5055004,"Headwall for 8"" Pipe per Special Detail",Each,
M5055005,"Headwall for 54"" Pipe, MAG Standard Detail 501-3",Each,
M5055006,"Headwall & Trash Rack for 66"" Pipe, M.A.G. STD 502-1 (Modified)",Each,
M5055007,"Headwall For 12"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055008,"Headwall For 15"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055009,"Headwall for 18"" Pipe, MAG Standard Detail 501-3",Each,
M5055010,"Headwall For 21"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055011,"Headwall For 18"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055012,"Headwall For 24"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055013,"Headwall For 24"" Pipe, MAG Standard Details 501-4",Each,
M5055014,"Headwall For 30"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055015,"Headwall For 36"" Pipe, MAG Standard Detail 501-1 And Phx. Supp. P-1563",Each,
M5055016,"Headwall For 36"" Pipe, MAG Standard Detail 501-1 And 501-2",Each,
M5055017,"Headwall For 36"" Pipe, MAG Standard Details 501-1 And 501-2, Modified",Each,
M5055018,"Headwall For 42"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055019,"Headwall For 48"" Pipe, MAG Standard Detail 501-3",Each,
M5055020,"Headwall For 42"" Pipe, MAG Standard Detail 501-3",Each,
M5055021,"Concrete End Sections, MAG Standard Detail 545",Each,
M5055022,"Headwall for 36"" Pipe, MAG Standard Detail 501-3, Modified",Each,
M5055023,"Headwall for 54"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055024,"Headwall For 48"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055025,"Headwall For 30"" Pipe, MAG Standard Detail 502-1",Each,
M5055026,"Headwall for Double 48"" Pipe, MAG Standard Details 501-1 And 501-2",Each,
M5055027,"Headwall For 30"" and 15"" Pipe, MAG Standard Details 501-1 And 501-2 Mod.",Each,
M5055028,"Double Headwall for 27"" and 30"" Pipes MAG Standard Detail 501-U",Each,
M5055029,"18"" Irrigation Standpipe, MAG Det #503",Each,
M5055030,"Headwall For 30"" Pipe,
MAG Standard Detail 501-3, Modified",Each,
M5055031,"24"" Irrigation Standpipe, MAG Standard Detail 503",Each,
M5055032,"30"" Irrigation Standpipe, MAG Standard Detail 503",Each,
M5055033,"36"" Irrigation Standpipe, MAG Standard Detail 503",Each,
M5055034,"42"" Irrigation Standpipe, MAG Standard Detail 503",Each,
M5055035,"48"" Irrigation Standpipe, MAG Standard Detail 503",Each,
